SLF940,CompID,REFNUM,BATCHID,CUSTID,CustPO,PickLine,ItemNum,Color,Size,Cust-SKU,ItmQty,Ctns,ctn_qty,ctn_cube,ctn_wgt,itm_name,DtlCount,PO-Num,Rel-ID,ReqDt,StartDt,CancelDt,Dept,STORE,ShipToName,ShipToAdd1,ShipToAdd2,City,State,ZipCode,Country,HdrNote,ship-via
SLF940,VAND,179104,AMAZON11.2,AMAZON,8UOD9A8R,1,ME9386,,,,2,1,2,,,,,,,11/12/2019,10/25/2019,10/28/2019,,,"AMAZON, TEB3",2651 Oldmans Creek Road,,SWEDESBORO,NJ,08085-,,,
SLF940,VAND,179170,AMAZON11.2,AMAZON,7M1R5X5L,1,ME9386,,,,2,1,2,,,,,,,11/12/2019,10/25/2019,10/28/2019,,,Amazon BOS7,1180 Innovation Way,,Fall River,MA,02722-,,,
SLF940,VAND,179181,AMAZON11.2,AMAZON,59X3RL1O,1,ME9386,,,,2,1,2,,,,,,,11/12/2019,10/25/2019,10/28/2019,,,"AMAZON, TEB3",2651 Oldmans Creek Road,,SWEDESBORO,NJ,08085-,,,
SLF940,VAND,179184,AMAZON11.2,AMAZON,4Z1NY7VK,1,ME9386,,,,2,1,2,,,,,,,11/12/2019,10/25/2019,10/28/2019,,,Amazon BOS7,1180 Innovation Way,,Fall River,MA,02722-,,,
SLF940,VAND,179170,AMAZON11.2,AMAZON,7M1R5X5L,1,ME8433,,,,3,1,3,,,,,,,11/12/2019,10/25/2019,10/28/2019,,,Amazon BOS7,1180 Innovation Way,,Fall River,MA,02722-,,,
SLF940,VAND,179184,AMAZON11.2,AMAZON,4Z1NY7VK,1,ME8433,,,,3,1,3,,,,,,,11/12/2019,10/25/2019,10/28/2019,,,Amazon BOS7,1180 Innovation Way,,Fall River,MA,02722-,,,
SLF940,VAND,177270,AMAZON11.2,AMAZON,41G6N8VR,1,ME9202,,,,4,1,4,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,LGB8,1568 N Linden Avenue,,Rialto,CA,92376-,,,
SLF940,VAND,177272,AMAZON11.2,AMAZON,45WOL4SB,1,ME9218,,,,4,1,4,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,XUSN,4200 Ferry Road,,Aurora,IL,60502-,,,
SLF940,VAND,177273,AMAZON11.2,AMAZON,4IES812Z,1,ME9245,,,,4,1,4,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,AMAZON.COM KYDC LLC,6000 Enterprise Ave,,Schertz,TX,78154-,,,
SLF940,VAND,177276,AMAZON11.2,AMAZON,67G7LW6F,1,1103108-4,,,,4,1,4,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,MDW9,2865 Duke Parkway,,Aurora,IL,60502-,,,
SLF940,VAND,177280,AMAZON11.2,AMAZON,6OET6OCN,1,ME9245,,,,4,1,4,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,"AMAZON, TEB3",2651 Oldmans Creek Road,,SWEDESBORO,NJ,08085-,,,
SLF940,VAND,177609,AMAZON11.2,AMAZON,82M2WLNV,1,1103108-4,,,,4,1,4,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,DEN 2,22205  East 19th Ave,,Aurora,CO,80019-,,,
SLF940,VAND,177616,AMAZON11.2,AMAZON,8RFXHOZO,1,ME9523,,,,4,1,4,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,LAX9 FONTANA,11263 OLEANDER AVE,,FONTANA,CA,92337-7441,,,
SLF940,VAND,179377,AMAZON11.2,AMAZON,2T3KJK5U,1,ME9216,,,,4,1,4,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,Amazon BOS7,1180 Innovation Way,,Fall River,MA,02722-,,,
SLF940,VAND,179378,AMAZON11.2,AMAZON,2UXC5NZJ,1,ME9216,,,,4,1,4,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,"AMAZON, TEB3",2651 Oldmans Creek Road,,SWEDESBORO,NJ,08085-,,,
SLF940,VAND,179378,AMAZON11.2,AMAZON,2UXC5NZJ,1,ME9245,,,,4,1,4,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,"AMAZON, TEB3",2651 Oldmans Creek Road,,SWEDESBORO,NJ,08085-,,,
SLF940,VAND,179379,AMAZON11.2,AMAZON,61SPALRM,1,ME9213,,,,4,1,4,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,AMAZON.COM KYDC LLC,6000 Enterprise Ave,,Schertz,TX,78154-,,,
SLF940,VAND,179384,AMAZON11.2,AMAZON,6BYXHWJP,1,ME9216,,,,4,1,4,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,BW14,165 Business Blvd,,CLEAR BROOK,VA,22624-,,,
SLF940,VAND,179871,AMAZON11.2,AMAZON,7JOWW66L,1,1103108-4,,,,4,1,4,,,,,,,11/12/2019,11/4/2019,11/6/2019,,,Amazon.com dedc. LLC,225 Infinity Dr. NW,,CHARLESTON,TN,37310-,,,
SLF940,VAND,179872,AMAZON11.2,AMAZON,3KM6ONEG,1,1103108-4,,,,4,1,4,,,,,,,11/12/2019,11/4/2019,11/6/2019,,,"Amazon.com.DEDC, LLC",2 Ames Drive,,Carlisle,pa,17015-,,,
SLF940,VAND,177221,AMAZON11.2,AMAZON,1VY4HK7Z,1,ME9244,,,,4,1,4,,,,,,,11/12/2019,9/25/2019,9/29/2019,,,LAX9 FONTANA,11263 OLEANDER AVE,,FONTANA,CA,92337-7441,,,
SLF940,VAND,177240,AMAZON11.2,AMAZON,43LPE57J,1,ME9523,,,,4,1,4,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,LAX9 FONTANA,11263 OLEANDER AVE,,FONTANA,CA,92337-7441,,,
SLF940,VAND,177244,AMAZON11.2,AMAZON,4RNL8KCW,1,1103108-4,,,,4,1,4,,,,,,,11/12/2019,10/28/2019,10/29/2019,,,LGB4,27517 Pioneer Avenue,,Redlands,CA,92374-,,,
SLF940,VAND,177251,AMAZON11.2,AMAZON,6Q9KRS7C,1,1103108-4,,,,4,1,4,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,"AMAZON, TEB3",2651 Oldmans Creek Road,,SWEDESBORO,NJ,08085-,,,
SLF940,VAND,177265,AMAZON11.2,AMAZON,5TLH8LBG,1,ME9523,,,,4,1,4,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,SMF3,3923 S B ST,,STOCKTON,CA,95206-,,,
SLF940,VAND,178798,AMAZON11.2,AMAZON,4ZYXMZCG,1,1103108-4,,,,4,1,4,,,,,,,11/12/2019,10/7/2019,10/11/2019,,,Amazon .com DEDC LLC,2700 Center Drive,,DUPONT,WA,98327-,,,
SLF940,VAND,179553,AMAZON11.2,AMAZON,447A4MKQ,1,ME9385,,,,4,1,4,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,Amazon.com azdc LLC,800 n 75th ave,,Phoenix,AZ,85043-,,,
SLF940,VAND,179554,AMAZON11.2,AMAZON,4BAJEAJV,1,ME9385,,,,4,1,4,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,Amazon.com.indc LLC,715 Airtech Pkwy,,PLAINFIELD,IN,46168-,,,
SLF940,VAND,179563,AMAZON11.2,AMAZON,67QFC8JX,1,ME9385,,,,4,1,4,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,AMAZON.COM PDX7,PDX7,4775 DEPOT CT SE,SALEM,OR,97317-,,,
SLF940,VAND,179563,AMAZON11.2,AMAZON,67QFC8JX,1,ME9216,,,,4,1,4,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,AMAZON.COM PDX7,PDX7,4775 DEPOT CT SE,SALEM,OR,97317-,,,
SLF940,VAND,179571,AMAZON11.2,AMAZON,6OP1VZPF,1,ME9216,,,,4,1,4,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,"amazon .com DEDC, LLC",1760 County Line Rd,,Lakeland,FL,33811-,,,
SLF940,VAND,179573,AMAZON11.2,AMAZON,6SEK48FJ,1,1103108-4,,,,4,1,4,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,Amazon Golden State FC LLC,255 Park Center Drive,,PATTERSON,CA,95363-,,,
SLF940,VAND,179575,AMAZON11.2,AMAZON,6UPJB81B,1,1103108-4,,,,4,1,4,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,LGB6,20901 Krameria Ave,,MARCH AIR FORCE BASE,CA,92518-,,,
SLF940,VAND,177608,AMAZON11.2,AMAZON,6V1UUGKP,1,ME9202,,,,8,2,4,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,GOLDEN STATE FC LLC,24300 Nandina Ave,,Moreno Valley,CA,92551-,,,
SLF940,VAND,177616,AMAZON11.2,AMAZON,8RFXHOZO,1,ME9202,,,,8,2,4,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,LAX9 FONTANA,11263 OLEANDER AVE,,FONTANA,CA,92337-7441,,,
SLF940,VAND,179379,AMAZON11.2,AMAZON,61SPALRM,1,ME9216,,,,8,2,4,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,AMAZON.COM KYDC LLC,6000 Enterprise Ave,,Schertz,TX,78154-,,,
SLF940,VAND,177240,AMAZON11.2,AMAZON,43LPE57J,1,ME9202,,,,8,2,4,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,LAX9 FONTANA,11263 OLEANDER AVE,,FONTANA,CA,92337-7441,,,
SLF940,VAND,177265,AMAZON11.2,AMAZON,5TLH8LBG,1,ME9198,,,,8,2,4,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,SMF3,3923 S B ST,,STOCKTON,CA,95206-,,,
SLF940,VAND,177265,AMAZON11.2,AMAZON,5TLH8LBG,1,ME9202,,,,8,2,4,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,SMF3,3923 S B ST,,STOCKTON,CA,95206-,,,
SLF940,VAND,179553,AMAZON11.2,AMAZON,447A4MKQ,1,ME9216,,,,8,2,4,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,Amazon.com azdc LLC,800 n 75th ave,,Phoenix,AZ,85043-,,,
SLF940,VAND,179579,AMAZON11.2,AMAZON,7IVKDZTW,1,ME9216,,,,8,2,4,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,CLT 3,6500 Davidson Hway,,Concord,NC,28027-,,,
SLF940,VAND,177240,AMAZON11.2,AMAZON,43LPE57J,1,ME9198,,,,12,3,4,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,LAX9 FONTANA,11263 OLEANDER AVE,,FONTANA,CA,92337-7441,,,
SLF940,VAND,177259,AMAZON11.2,AMAZON,8J9WCLDA,1,ME9198,,,,12,3,4,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,LGB8,1568 N Linden Avenue,,Rialto,CA,92376-,,,
SLF940,VAND,179386,AMAZON11.2,AMAZON,6X9MJHCH,1,ME9200,,,,16,4,4,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,SMF3,3923 S B ST,,STOCKTON,CA,95206-,,,
SLF940,VAND,177221,AMAZON11.2,AMAZON,1VY4HK7Z,1,ME9198,,,,20,5,4,,,,,,,11/12/2019,9/25/2019,9/29/2019,,,LAX9 FONTANA,11263 OLEANDER AVE,,FONTANA,CA,92337-7441,,,
SLF940,VAND,177221,AMAZON11.2,AMAZON,1VY4HK7Z,1,ME9202,,,,20,5,4,,,,,,,11/12/2019,9/25/2019,9/29/2019,,,LAX9 FONTANA,11263 OLEANDER AVE,,FONTANA,CA,92337-7441,,,
SLF940,VAND,177050,AMAZON11.2,AMAZON,6J8TFQGU,1,V01481,,,,6,1,6,,,,,,,11/12/2019,8/26/2019,8/28/2019,,,Amazon .com DEDC LLC,2700 Center Drive,,DUPONT,WA,98327-,,,
SLF940,VAND,177271,AMAZON11.2,AMAZON,455OUGLV,1,V05682,,,,6,1,6,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,AMAZON.COM SAV3,7001 SKIPPER ROD,,MACON,GA,31216-,,,
SLF940,VAND,177273,AMAZON11.2,AMAZON,4IES812Z,1,V01481,,,,6,1,6,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,AMAZON.COM KYDC LLC,6000 Enterprise Ave,,Schertz,TX,78154-,,,
SLF940,VAND,177275,AMAZON11.2,AMAZON,4WFVB8PJ,1,V05682,,,,6,1,6,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,LGB4,27517 Pioneer Avenue,,Redlands,CA,92374-,,,
SLF940,VAND,177278,AMAZON11.2,AMAZON,6FWZVS9W,1,V05682,,,,6,1,6,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,AMAZON DET 2,50500 MOUND ROAD,,SHELBY TOWNSHIP,MI,48317-,,,
SLF940,VAND,177279,AMAZON11.2,AMAZON,6KPATGMJ,1,V01481,,,,6,1,6,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,CLT 3,6500 Davidson Hway,,Concord,NC,28027-,,,
SLF940,VAND,177280,AMAZON11.2,AMAZON,6OET6OCN,1,V05682,,,,6,1,6,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,"AMAZON, TEB3",2651 Oldmans Creek Road,,SWEDESBORO,NJ,08085-,,,
SLF940,VAND,177614,AMAZON11.2,AMAZON,8GN5ZTBF,1,V01481,,,,6,1,6,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,Amazon BOS7,1180 Innovation Way,,Fall River,MA,02722-,,,
SLF940,VAND,177614,AMAZON11.2,AMAZON,8GN5ZTBF,1,V05682,,,,6,1,6,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,Amazon BOS7,1180 Innovation Way,,Fall River,MA,02722-,,,
SLF940,VAND,179377,AMAZON11.2,AMAZON,2T3KJK5U,1,V05605,,,,6,1,6,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,Amazon BOS7,1180 Innovation Way,,Fall River,MA,02722-,,,
SLF940,VAND,179377,AMAZON11.2,AMAZON,2T3KJK5U,1,V01480,,,,6,1,6,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,Amazon BOS7,1180 Innovation Way,,Fall River,MA,02722-,,,
SLF940,VAND,179377,AMAZON11.2,AMAZON,2T3KJK5U,1,ME9318,,,,6,1,6,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,Amazon BOS7,1180 Innovation Way,,Fall River,MA,02722-,,,
SLF940,VAND,179377,AMAZON11.2,AMAZON,2T3KJK5U,1,V05570-BLUSH,,,,6,1,6,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,Amazon BOS7,1180 Innovation Way,,Fall River,MA,02722-,,,
SLF940,VAND,179378,AMAZON11.2,AMAZON,2UXC5NZJ,1,V05570-BLUSH,,,,6,1,6,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,"AMAZON, TEB3",2651 Oldmans Creek Road,,SWEDESBORO,NJ,08085-,,,
SLF940,VAND,179379,AMAZON11.2,AMAZON,61SPALRM,1,V05567,,,,6,1,6,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,AMAZON.COM KYDC LLC,6000 Enterprise Ave,,Schertz,TX,78154-,,,
SLF940,VAND,179379,AMAZON11.2,AMAZON,61SPALRM,1,V05682,,,,6,1,6,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,AMAZON.COM KYDC LLC,6000 Enterprise Ave,,Schertz,TX,78154-,,,
SLF940,VAND,179379,AMAZON11.2,AMAZON,61SPALRM,1,V05570-BLUSH,,,,6,1,6,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,AMAZON.COM KYDC LLC,6000 Enterprise Ave,,Schertz,TX,78154-,,,
SLF940,VAND,179380,AMAZON11.2,AMAZON,64VO89KK,1,V05570-BLUSH,,,,6,1,6,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,Amazon.com dedc LLC,500 Duke Dr,,Lebanon,TN,37090-,,,
SLF940,VAND,179383,AMAZON11.2,AMAZON,6D2PDD7Y,1,V01481,,,,6,1,6,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,DEN 2,22205  East 19th Ave,,Aurora,CO,80019-,,,
SLF940,VAND,179385,AMAZON11.2,AMAZON,6AFY1L5D,1,V01481,,,,6,1,6,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,AMAZON.COMDEDC LLC,39000 AMRHEIN ROAD,,LIVONIA,MI,48150-,,,
SLF940,VAND,179551,AMAZON11.2,AMAZON,3W7MZDBH,1,V05567,,,,6,1,6,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,STL 4,3050 gateway Commerce Ctr DR S,,EDWARDSVILLE,IL,62025-2815,,,
SLF940,VAND,179876,AMAZON11.2,AMAZON,7A5CQTFL,1,V05567,,,,6,1,6,,,,,,,11/12/2019,11/4/2019,11/6/2019,,,Amazon.com azdc LLC,800 n 75th ave,,Phoenix,AZ,85043-,,,
SLF940,VAND,180009,AMAZON11.2,AMAZON,3AWJYH3B,1,ME9290,,,,6,1,6,,,,,,,11/12/2019,11/11/2019,11/15/2019,,,"amazon .com DEDC, LLC",1760 County Line Rd,,Lakeland,FL,33811-,,,
SLF940,VAND,177221,AMAZON11.2,AMAZON,1VY4HK7Z,1,V05573,,,,6,1,6,,,,,,,11/12/2019,9/25/2019,9/29/2019,,,LAX9 FONTANA,11263 OLEANDER AVE,,FONTANA,CA,92337-7441,,,
SLF940,VAND,177240,AMAZON11.2,AMAZON,43LPE57J,1,V05573,,,,6,1,6,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,LAX9 FONTANA,11263 OLEANDER AVE,,FONTANA,CA,92337-7441,,,
SLF940,VAND,177245,AMAZON11.2,AMAZON,4YAMWCKY,1,V01481,,,,6,1,6,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,Amazon.com azdc LLC,800 n 75th ave,,Phoenix,AZ,85043-,,,
SLF940,VAND,177245,AMAZON11.2,AMAZON,4YAMWCKY,1,ME9290,,,,6,1,6,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,Amazon.com azdc LLC,800 n 75th ave,,Phoenix,AZ,85043-,,,
SLF940,VAND,177245,AMAZON11.2,AMAZON,4YAMWCKY,1,ME9414,,,,6,1,6,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,Amazon.com azdc LLC,800 n 75th ave,,Phoenix,AZ,85043-,,,
SLF940,VAND,177250,AMAZON11.2,AMAZON,6JMJ3ZYA,1,V05682,,,,6,1,6,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,AMAZON DET 2,50500 MOUND ROAD,,SHELBY TOWNSHIP,MI,48317-,,,
SLF940,VAND,177250,AMAZON11.2,AMAZON,6JMJ3ZYA,1,V05550,,,,6,1,6,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,AMAZON DET 2,50500 MOUND ROAD,,SHELBY TOWNSHIP,MI,48317-,,,
SLF940,VAND,177250,AMAZON11.2,AMAZON,6JMJ3ZYA,1,ME9290,,,,6,1,6,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,AMAZON DET 2,50500 MOUND ROAD,,SHELBY TOWNSHIP,MI,48317-,,,
SLF940,VAND,177251,AMAZON11.2,AMAZON,6Q9KRS7C,1,V05682,,,,6,1,6,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,"AMAZON, TEB3",2651 Oldmans Creek Road,,SWEDESBORO,NJ,08085-,,,
SLF940,VAND,177255,AMAZON11.2,AMAZON,86RSPP4C,1,V01481,,,,6,1,6,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,"Amazon.com.DEDC, LLC",2 Ames Drive,,Carlisle,pa,17015-,,,
SLF940,VAND,177255,AMAZON11.2,AMAZON,86RSPP4C,1,ME9290,,,,6,1,6,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,"Amazon.com.DEDC, LLC",2 Ames Drive,,Carlisle,pa,17015-,,,
SLF940,VAND,177255,AMAZON11.2,AMAZON,86RSPP4C,1,ME9414,,,,6,1,6,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,"Amazon.com.DEDC, LLC",2 Ames Drive,,Carlisle,pa,17015-,,,
SLF940,VAND,177258,AMAZON11.2,AMAZON,8IHWLX6U,1,V05550,,,,6,1,6,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,Amazon BOS7,1180 Innovation Way,,Fall River,MA,02722-,,,
SLF940,VAND,177258,AMAZON11.2,AMAZON,8IHWLX6U,1,ME9414,,,,6,1,6,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,Amazon BOS7,1180 Innovation Way,,Fall River,MA,02722-,,,
SLF940,VAND,177259,AMAZON11.2,AMAZON,8J9WCLDA,1,V05573,,,,6,1,6,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,LGB8,1568 N Linden Avenue,,Rialto,CA,92376-,,,
SLF940,VAND,179554,AMAZON11.2,AMAZON,4BAJEAJV,1,ME9290,,,,6,1,6,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,Amazon.com.indc LLC,715 Airtech Pkwy,,PLAINFIELD,IN,46168-,,,
SLF940,VAND,179571,AMAZON11.2,AMAZON,6OP1VZPF,1,ME9290,,,,6,1,6,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,"amazon .com DEDC, LLC",1760 County Line Rd,,Lakeland,FL,33811-,,,
SLF940,VAND,177273,AMAZON11.2,AMAZON,4IES812Z,1,V05682,,,,12,2,6,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,AMAZON.COM KYDC LLC,6000 Enterprise Ave,,Schertz,TX,78154-,,,
SLF940,VAND,179382,AMAZON11.2,AMAZON,6ER1IDRN,1,V01481,,,,12,2,6,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,Amazon .com DEDC LLC,2700 Center Drive,,DUPONT,WA,98327-,,,
SLF940,VAND,179877,AMAZON11.2,AMAZON,11Y5DLYY,1,V01481,,,,12,2,6,,,,,,,11/12/2019,11/4/2019,9/25/2019,,,AMAZOM.COM,700 GATEWAY BLVD,,MONROE,OH,45050-1848,,,
SLF940,VAND,179878,AMAZON11.2,AMAZON,16FNBHVI,1,V01481,,,,12,2,6,,,,,,,11/12/2019,11/4/2019,11/6/2019,,,Amazon BOS7,1180 Innovation Way,,Fall River,MA,02722-,,,
