SLF940,CompID,REFNUM,BATCHID,CUSTID,CustPO,PickLine,ItemNum,Color,Size,Cust-SKU,ItmQty,Ctns,ctn_qty,ctn_cube,ctn_wgt,itm_name,DtlCount,PO-Num,Rel-ID,ReqDt,StartDt,CancelDt,Dept,STORE,ShipToName,ShipToAdd1,ShipToAdd2,City,State,ZipCode,Country,HdrNote,ship-via
SLF940,VAND,177250,AMAZON11.2,AMAZON,6JMJ3ZYA,1,V05510,,,,12,1,12,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,AMAZON DET 2,50500 MOUND ROAD,,SHELBY TOWNSHIP,MI,48317-,,,
SLF940,VAND,177255,AMAZON11.2,AMAZON,86RSPP4C,1,V05588,,,,12,1,12,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,"Amazon.com.DEDC, LLC",2 Ames Drive,,Carlisle,pa,17015-,,,
SLF940,VAND,177255,AMAZON11.2,AMAZON,86RSPP4C,1,V05534,,,,12,1,12,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,"Amazon.com.DEDC, LLC",2 Ames Drive,,Carlisle,pa,17015-,,,
SLF940,VAND,177259,AMAZON11.2,AMAZON,8J9WCLDA,1,ME9267,,,,12,1,12,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,LGB8,1568 N Linden Avenue,,Rialto,CA,92376-,,,
SLF940,VAND,177259,AMAZON11.2,AMAZON,8J9WCLDA,1,ME9269,,,,12,1,12,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,LGB8,1568 N Linden Avenue,,Rialto,CA,92376-,,,
SLF940,VAND,177265,AMAZON11.2,AMAZON,5TLH8LBG,1,V05427,,,,12,1,12,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,SMF3,3923 S B ST,,STOCKTON,CA,95206-,,,
SLF940,VAND,177265,AMAZON11.2,AMAZON,5TLH8LBG,1,V05516,,,,12,1,12,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,SMF3,3923 S B ST,,STOCKTON,CA,95206-,,,
SLF940,VAND,179179,AMAZON11.2,AMAZON,5QA62SAQ,1,V05533,,,,12,1,12,,,,,,,11/12/2019,10/25/2019,10/28/2019,,,Amazon BOS7,1180 Innovation Way,,Fall River,MA,02722-,,,
SLF940,VAND,179301,AMAZON11.2,AMAZON,1F1MFD3Z,1,S8242,,,,12,1,12,,,,,,,11/12/2019,10/21/2019,10/23/2019,,,GOLDEN STATE FC LLC,24300 Nandina Ave,,Moreno Valley,CA,92551-,,,
SLF940,VAND,179562,AMAZON11.2,AMAZON,5U9QJ6JQ,1,V05452,,,,12,1,12,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,LAX9 FONTANA,11263 OLEANDER AVE,,FONTANA,CA,92337-7441,,,
SLF940,VAND,179562,AMAZON11.2,AMAZON,5U9QJ6JQ,1,V05517,,,,12,1,12,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,LAX9 FONTANA,11263 OLEANDER AVE,,FONTANA,CA,92337-7441,,,
SLF940,VAND,179562,AMAZON11.2,AMAZON,5U9QJ6JQ,1,V05664,,,,12,1,12,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,LAX9 FONTANA,11263 OLEANDER AVE,,FONTANA,CA,92337-7441,,,
SLF940,VAND,179563,AMAZON11.2,AMAZON,67QFC8JX,1,V05533,,,,12,1,12,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,AMAZON.COM PDX7,4775 DEPOT CT SE,,SALEM,OR,97317-,,,
SLF940,VAND,179577,AMAZON11.2,AMAZON,6WEUG8LQ,1,ME9359-LILAC,,,,12,1,12,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,LGB8,1568 N Linden Avenue,,Rialto,CA,92376-,,,
SLF940,VAND,179579,AMAZON11.2,AMAZON,7IVKDZTW,1,V05018,,,,12,1,12,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,CLT 3,6500 Davidson Hway,,Concord,NC,28027-,,,
SLF940,VAND,179580,AMAZON11.2,AMAZON,8ZJ6XF4L,1,S2309-AMZN,,,,12,1,12,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,SMF3,3923 S B ST,,STOCKTON,CA,95206-,,,
SLF940,VAND,177270,AMAZON11.2,AMAZON,41G6N8VR,1,ME9359-WHTBL,,,,24,2,12,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,LGB8,1568 N Linden Avenue,,Rialto,CA,92376-,,,
SLF940,VAND,177616,AMAZON11.2,AMAZON,8RFXHOZO,1,V05451,,,,12,1,12,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,LAX9 FONTANA,11263 OLEANDER AVE,,FONTANA,CA,92337-7441,,,
SLF940,VAND,177616,AMAZON11.2,AMAZON,8RFXHOZO,1,V05452,,,,12,1,12,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,LAX9 FONTANA,11263 OLEANDER AVE,,FONTANA,CA,92337-7441,,,
SLF940,VAND,177616,AMAZON11.2,AMAZON,8RFXHOZO,1,V05427,,,,24,2,12,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,LAX9 FONTANA,11263 OLEANDER AVE,,FONTANA,CA,92337-7441,,,
SLF940,VAND,179377,AMAZON11.2,AMAZON,2T3KJK5U,1,V05534,,,,24,2,12,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,Amazon BOS7,1180 Innovation Way,,Fall River,MA,02722-,,,
SLF940,VAND,179386,AMAZON11.2,AMAZON,6X9MJHCH,1,V05451,,,,12,1,12,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,SMF3,3923 S B ST,,STOCKTON,CA,95206-,,,
SLF940,VAND,177221,AMAZON11.2,AMAZON,1VY4HK7Z,1,ME9359-BLKGR,,,,24,2,12,,,,,,,11/12/2019,9/25/2019,9/29/2019,,,LAX9 FONTANA,11263 OLEANDER AVE,,FONTANA,CA,92337-7441,,,
SLF940,VAND,177259,AMAZON11.2,AMAZON,8J9WCLDA,1,ME9359-GRYBL,,,,24,2,12,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,LGB8,1568 N Linden Avenue,,Rialto,CA,92376-,,,
SLF940,VAND,177259,AMAZON11.2,AMAZON,8J9WCLDA,1,V05427,,,,24,2,12,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,LGB8,1568 N Linden Avenue,,Rialto,CA,92376-,,,
SLF940,VAND,177265,AMAZON11.2,AMAZON,5TLH8LBG,1,ME9359-BLKGR,,,,24,2,12,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,SMF3,3923 S B ST,,STOCKTON,CA,95206-,,,
SLF940,VAND,177265,AMAZON11.2,AMAZON,5TLH8LBG,1,ME9359-GRYBL,,,,24,2,12,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,SMF3,3923 S B ST,,STOCKTON,CA,95206-,,,
SLF940,VAND,177265,AMAZON11.2,AMAZON,5TLH8LBG,1,ME9359-WHTBL,,,,24,2,12,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,SMF3,3923 S B ST,,STOCKTON,CA,95206-,,,
SLF940,VAND,179557,AMAZON11.2,AMAZON,4KJCETTS,1,V05533,,,,24,2,12,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,AMAZOM.COM,700 GATEWAY BLVD,,MONROE,OH,45050-1848,,,
SLF940,VAND,179580,AMAZON11.2,AMAZON,8ZJ6XF4L,1,V05451,,,,12,1,12,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,SMF3,3923 S B ST,,STOCKTON,CA,95206-,,,
SLF940,VAND,179580,AMAZON11.2,AMAZON,8ZJ6XF4L,1,ME9359-RYLNVY,,,,24,2,12,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,SMF3,3923 S B ST,,STOCKTON,CA,95206-,,,
SLF940,VAND,177270,AMAZON11.2,AMAZON,41G6N8VR,1,ME9359-GRYBL,,,,36,3,12,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,LGB8,1568 N Linden Avenue,,Rialto,CA,92376-,,,
SLF940,VAND,177270,AMAZON11.2,AMAZON,41G6N8VR,1,ME9359-BLEGG,,,,36,3,12,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,LGB8,1568 N Linden Avenue,,Rialto,CA,92376-,,,
SLF940,VAND,177277,AMAZON11.2,AMAZON,69AY811U,1,ME9359-BLEGG,,,,36,3,12,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,SMF3,3923 S B ST,,STOCKTON,CA,95206-,,,
SLF940,VAND,177616,AMAZON11.2,AMAZON,8RFXHOZO,1,ME9359-GRYBL,,,,36,3,12,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,LAX9 FONTANA,11263 OLEANDER AVE,,FONTANA,CA,92337-7441,,,
SLF940,VAND,177616,AMAZON11.2,AMAZON,8RFXHOZO,1,V05617,,,,36,3,12,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,LAX9 FONTANA,11263 OLEANDER AVE,,FONTANA,CA,92337-7441,,,
SLF940,VAND,177616,AMAZON11.2,AMAZON,8RFXHOZO,1,ME9359-WHTBL,,,,36,3,12,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,LAX9 FONTANA,11263 OLEANDER AVE,,FONTANA,CA,92337-7441,,,
SLF940,VAND,179377,AMAZON11.2,AMAZON,2T3KJK5U,1,V01458,,,,36,3,12,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,Amazon BOS7,1180 Innovation Way,,Fall River,MA,02722-,,,
SLF940,VAND,179379,AMAZON11.2,AMAZON,61SPALRM,1,V01458,,,,36,3,12,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,AMAZON.COM KYDC LLC,6000 Enterprise Ave,,Schertz,TX,78154-,,,
SLF940,VAND,179380,AMAZON11.2,AMAZON,64VO89KK,1,V01458,,,,36,3,12,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,Amazon.com dedc LLC,500 Duke Dr,,Lebanon,TN,37090-,,,
SLF940,VAND,179386,AMAZON11.2,AMAZON,6X9MJHCH,1,S1530-AMZN,,,,36,3,12,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,SMF3,3923 S B ST,,STOCKTON,CA,95206-,,,
SLF940,VAND,179562,AMAZON11.2,AMAZON,5U9QJ6JQ,1,ME9473,,,,48,4,12,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,LAX9 FONTANA,11263 OLEANDER AVE,,FONTANA,CA,92337-7441,,,
SLF940,VAND,179378,AMAZON11.2,AMAZON,2UXC5NZJ,1,V01458,,,,48,4,12,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,"AMAZON, TEB3",2651 Oldmans Creek Road,,SWEDESBORO,NJ,08085-,,,
SLF940,VAND,177240,AMAZON11.2,AMAZON,43LPE57J,1,ME9359-BLEGG,,,,48,4,12,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,LAX9 FONTANA,11263 OLEANDER AVE,,FONTANA,CA,92337-7441,,,
SLF940,VAND,177259,AMAZON11.2,AMAZON,8J9WCLDA,1,ME9359-WHTBL,,,,48,4,12,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,LGB8,1568 N Linden Avenue,,Rialto,CA,92376-,,,
SLF940,VAND,179562,AMAZON11.2,AMAZON,5U9QJ6JQ,1,ME9359-BLKGR,,,,48,4,12,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,LAX9 FONTANA,11263 OLEANDER AVE,,FONTANA,CA,92337-7441,,,
SLF940,VAND,177616,AMAZON11.2,AMAZON,8RFXHOZO,1,ME9359-BLEGG,,,,60,5,12,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,LAX9 FONTANA,11263 OLEANDER AVE,,FONTANA,CA,92337-7441,,,
SLF940,VAND,177240,AMAZON11.2,AMAZON,43LPE57J,1,ME9359-BLKGR,,,,60,5,12,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,LAX9 FONTANA,11263 OLEANDER AVE,,FONTANA,CA,92337-7441,,,
SLF940,VAND,177258,AMAZON11.2,AMAZON,8IHWLX6U,1,V05534,,,,60,5,12,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,Amazon BOS7,1180 Innovation Way,,Fall River,MA,02722-,,,
SLF940,VAND,179386,AMAZON11.2,AMAZON,6X9MJHCH,1,ME9359-GRYBL,,,,84,7,12,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,SMF3,3923 S B ST,,STOCKTON,CA,95206-,,,
SLF940,VAND,179386,AMAZON11.2,AMAZON,6X9MJHCH,1,V05896,,,,24,1,24,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,SMF3,3923 S B ST,,STOCKTON,CA,95206-,,,
SLF940,VAND,179386,AMAZON11.2,AMAZON,6X9MJHCH,1,ME9389,,,,24,1,24,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,SMF3,3923 S B ST,,STOCKTON,CA,95206-,,,
SLF940,VAND,180022,AMAZON11.2,AMAZON,32QITDGN,1,ME9094,,,,24,1,24,,,,,,,11/12/2019,11/11/2019,11/15/2019,,,Amazon.com - BF14,21005 64th Ave S,,Kent,WA,98032-2423,,,
SLF940,VAND,179188,AMAZON11.2,AMAZON,4HLTSJYZ,1,ME9094,,,,24,1,24,,,,,,,11/12/2019,10/25/2019,10/28/2019,,,SMF3,3923 S B ST,,STOCKTON,CA,95206-,,,
SLF940,VAND,179564,AMAZON11.2,AMAZON,6DQWQFUT,1,ME9094,,,,24,1,24,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,GOLDEN STATE FC LLC,24300 Nandina Ave,,Moreno Valley,CA,92551-,,,
SLF940,VAND,179577,AMAZON11.2,AMAZON,6WEUG8LQ,1,ME9094,,,,96,4,24,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,LGB8,1568 N Linden Avenue,,Rialto,CA,92376-,,,
SLF940,VAND,179580,AMAZON11.2,AMAZON,8ZJ6XF4L,1,ME9094,,,,96,4,24,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,SMF3,3923 S B ST,,STOCKTON,CA,95206-,,,
SLF940,VAND,179377,AMAZON11.2,AMAZON,2T3KJK5U,1,V05748,,,,4,1,4,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,Amazon BOS7,1180 Innovation Way,,Fall River,MA,02722-,,,
SLF940,VAND,179380,AMAZON11.2,AMAZON,64VO89KK,1,V05748,,,,4,1,4,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,Amazon.com dedc LLC,500 Duke Dr,,Lebanon,TN,37090-,,,
SLF940,VAND,177221,AMAZON11.2,AMAZON,1VY4HK7Z,1,V09491-CHROM,,,,4,1,4,,,,,,,11/12/2019,9/25/2019,9/29/2019,,,LAX9 FONTANA,11263 OLEANDER AVE,,FONTANA,CA,92337-7441,,,
SLF940,VAND,177259,AMAZON11.2,AMAZON,8J9WCLDA,1,V09491-CHROM,,,,4,1,4,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,LGB8,1568 N Linden Avenue,,Rialto,CA,92376-,,,
SLF940,VAND,177265,AMAZON11.2,AMAZON,5TLH8LBG,1,V09491-CHROM,,,,4,1,4,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,SMF3,3923 S B ST,,STOCKTON,CA,95206-,,,
SLF940,VAND,179553,AMAZON11.2,AMAZON,447A4MKQ,1,V05748,,,,4,1,4,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,Amazon.com azdc LLC,800 n 75th ave,,Phoenix,AZ,85043-,,,
SLF940,VAND,179555,AMAZON11.2,AMAZON,4EZ2LI9Z,1,V05748,,,,4,1,4,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,AMAZON.COMDEDC LLC,39000 AMRHEIN ROAD,,LIVONIA,MI,48150-,,,
SLF940,VAND,179558,AMAZON11.2,AMAZON,4LM4AAHB,1,V05748,,,,4,1,4,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,Amazon BOS7,1180 Innovation Way,,Fall River,MA,02722-,,,
SLF940,VAND,179559,AMAZON11.2,AMAZON,4SUP8MMJ,1,V05748,,,,4,1,4,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,BW14,165 Business Blvd,,CLEAR BROOK,VA,22624-,,,
SLF940,VAND,179563,AMAZON11.2,AMAZON,67QFC8JX,1,V05748,,,,4,1,4,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,AMAZON.COM PDX7,4775 DEPOT CT SE,,SALEM,OR,97317-,,,
SLF940,VAND,179224,AMAZON11.2,AMAZON,269IR8KW,1,HH5707,,,,16,1,16,,,,,,,11/12/2019,10/25/2019,10/28/2019,,,"AMAZON, TEB3",2651 Oldmans Creek Road,,SWEDESBORO,NJ,08085-,,,
SLF940,VAND,179554,AMAZON11.2,AMAZON,4BAJEAJV,1,V05502,,,,6,1,6,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,Amazon.com.indc LLC,715 Airtech Pkwy,,PLAINFIELD,IN,46168-,,,
SLF940,VAND,179379,AMAZON11.2,AMAZON,61SPALRM,1,98481248,,,,8,1,8,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,AMAZON.COM KYDC LLC,6000 Enterprise Ave,,Schertz,TX,78154-,,,
SLF940,VAND,179379,AMAZON11.2,AMAZON,61SPALRM,1,V05748,,,,8,2,4,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,AMAZON.COM KYDC LLC,6000 Enterprise Ave,,Schertz,TX,78154-,,,
SLF940,VAND,179378,AMAZON11.2,AMAZON,2UXC5NZJ,1,V05748,,,,12,3,4,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,"AMAZON, TEB3",2651 Oldmans Creek Road,,SWEDESBORO,NJ,08085-,,,
SLF940,VAND,179871,AMAZON11.2,AMAZON,7JOWW66L,1,V05683-BLOSS,,,,12,1,12,,,,,,,11/12/2019,11/4/2019,11/6/2019,,,Amazon.com dedc. LLC,225 Infinity Dr. NW,,CHARLESTON,TN,37310-,,,
SLF940,VAND,179579,AMAZON11.2,AMAZON,7IVKDZTW,1,V05748,,,,12,3,4,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,CLT 3,6500 Davidson Hway,,Concord,NC,28027-,,,
SLF940,VAND,177273,AMAZON11.2,AMAZON,4IES812Z,1,PL5708,,,,16,1,16,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,AMAZON.COM KYDC LLC,6000 Enterprise Ave,,Schertz,TX,78154-,,,
SLF940,VAND,177274,AMAZON11.2,AMAZON,4K9JT4WO,1,PL5708,,,,16,1,16,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,ABE4,1610 VAN BUREN ROAD,,EASTON,PA,18045-,,,
SLF940,VAND,177275,AMAZON11.2,AMAZON,4WFVB8PJ,1,PL5708,,,,16,1,16,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,LGB4,27517 Pioneer Avenue,,Redlands,CA,92374-,,,
SLF940,VAND,177278,AMAZON11.2,AMAZON,6FWZVS9W,1,PL5708,,,,16,1,16,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,AMAZON DET 2,50500 MOUND ROAD,,SHELBY TOWNSHIP,MI,48317-,,,
SLF940,VAND,177278,AMAZON11.2,AMAZON,6FWZVS9W,1,PL5724,,,,16,1,16,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,AMAZON DET 2,50500 MOUND ROAD,,SHELBY TOWNSHIP,MI,48317-,,,
SLF940,VAND,177279,AMAZON11.2,AMAZON,6KPATGMJ,1,PL5708,,,,16,1,16,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,CLT 3,6500 Davidson Hway,,Concord,NC,28027-,,,
SLF940,VAND,177610,AMAZON11.2,AMAZON,8462DX2H,1,PL5708,,,,16,1,16,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,"amazon .com DEDC, LLC",1760 County Line Rd,,Lakeland,FL,33811-,,,
SLF940,VAND,179873,AMAZON11.2,AMAZON,637PCIZR,1,PL5732,,,,16,1,16,,,,,,,11/12/2019,11/4/2019,11/6/2019,,,LAX9 FONTANA,11263 OLEANDER AVE,,FONTANA,CA,92337-7441,,,
SLF940,VAND,179874,AMAZON11.2,AMAZON,6FZOVLTP,1,PL5730,,,,16,1,16,,,,,,,11/12/2019,11/4/2019,11/6/2019,,,LGB8,1568 N Linden Avenue,,Rialto,CA,92376-,,,
SLF940,VAND,179875,AMAZON11.2,AMAZON,6KRYYA7C,1,PL5732,,,,16,1,16,,,,,,,11/12/2019,11/4/2019,11/6/2019,,,SMF3,3923 S B ST,,STOCKTON,CA,95206-,,,
SLF940,VAND,179960,AMAZON11.2,AMAZON,2HD3DVPI,1,PL5730,,,,16,1,16,,,,,,,11/12/2019,11/7/2019,10/28/2019,,,LAX9 FONTANA,11263 OLEANDER AVE,,FONTANA,CA,92337-7441,,,
SLF940,VAND,179962,AMAZON11.2,AMAZON,7PCV4R3M,1,HH5707,,,,16,1,16,,,,,,,11/12/2019,11/7/2019,11/9/2019,,,Amazon,PO BOX 80387,,Seattle,WA,98108-,,,
SLF940,VAND,180017,AMAZON11.2,AMAZON,6IZZHAKU,1,HH5707,,,,16,1,16,,,,,,,11/12/2019,11/11/2019,11/15/2019,,,Amazon.com azdc LLC,800 n 75th ave,,Phoenix,AZ,85043-,,,
SLF940,VAND,177250,AMAZON11.2,AMAZON,6JMJ3ZYA,1,HH5708,,,,16,1,16,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,AMAZON DET 2,50500 MOUND ROAD,,SHELBY TOWNSHIP,MI,48317-,,,
SLF940,VAND,177255,AMAZON11.2,AMAZON,86RSPP4C,1,PL5708,,,,16,1,16,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,"Amazon.com.DEDC, LLC",2 Ames Drive,,Carlisle,pa,17015-,,,
SLF940,VAND,179114,AMAZON11.2,AMAZON,7VYWSJBO,1,98481248,,,,16,2,8,,,,,,,11/12/2019,10/25/2019,10/28/2019,,,Amazon BOS7,1180 Innovation Way,,Fall River,MA,02722-,,,
SLF940,VAND,179377,AMAZON11.2,AMAZON,2T3KJK5U,1,HH5707,,,,32,2,16,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,Amazon BOS7,1180 Innovation Way,,Fall River,MA,02722-,,,
SLF940,VAND,179222,AMAZON11.2,AMAZON,2FT3WKBK,1,HH5707,,,,32,2,16,,,,,,,11/12/2019,10/25/2019,10/28/2019,,,AMAZON.COMDEDC LLC,39000 AMRHEIN ROAD,,LIVONIA,MI,48150-,,,
SLF940,VAND,179379,AMAZON11.2,AMAZON,61SPALRM,1,HH5707,,,,32,2,16,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,AMAZON.COM KYDC LLC,6000 Enterprise Ave,,Schertz,TX,78154-,,,
SLF940,VAND,177250,AMAZON11.2,AMAZON,6JMJ3ZYA,1,PL5708,,,,32,2,16,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,AMAZON DET 2,50500 MOUND ROAD,,SHELBY TOWNSHIP,MI,48317-,,,
